name,,set,,set_code,,id,,type,,power,,toughness,,loyalty,,manacost,,converted_manacost,,artist,,flavor,,color,,generated_mana,,number,,rarity,,rating,,ruling,,variation,,ability,,pricing_low,,pricing_mid,,pricing_high,,watermark,,print_number,,is_original,,back_id,,number_int,,name_CN,,name_TW,,name_FR,,name_DE,,name_IT,,name_JP,,name_PT,,name_RU,,name_ES,,name_KO,,type_CN,,type_TW,,type_FR,,type_DE,,type_IT,,type_JP,,type_PT,,type_RU,,type_ES,,type_KO,,ability_CN,,ability_TW,,ability_FR,,ability_DE,,ability_IT,,ability_JP,,ability_PT,,ability_RU,,ability_ES,,ability_KO,,flavor_CN,,flavor_TW,,flavor_FR,,flavor_DE,,flavor_IT,,flavor_JP,,flavor_PT,,flavor_RU,,flavor_ES,,flavor_KO,,color_identity,,fully_handled,,custom_sort,,legality_Block,,legality_Standard,,legality_Modern,,legality_Legacy,,legality_Vintage,,legality_Highlander,,legality_French_Commander,,legality_Tiny_Leaders_Commander,,legality_Leviathan_Commander,,legality_Commander,,legality_Peasant,,legality_Pauper
Rites of Flourishing,,Magic 2012,,M12,,235188,,Enchantment,,,,,,,,{2}{G},,3,,Brandon Kitkouski,,"#_""Dance, and bring forth the coil! It is an umbilical to Gaea herself, fattening us with the earth's rich bounty.""_#",,G,,,,192,,R,,3.68,,£4/15/2013 : The triggered ability is put onto the stack after you have already drawn your card for the turn.,,,,"At the beginning of each player's draw step, that player draws an additional card.£Each player may play an additional land on each of his or her turns.",,,,,,,,,,,,,,,,192,,????,,????,,Sacres de l'abondance,,Rituale des Gedeihens,,Rituali d'Abbondanza,,?????,,Ritos de Desabrochar,,?????? ???????????,,Ritos de florecimiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Roc Egg,,Magic 2012,,M12,,238570,,Creature — Bird,,0,,3,,,,{2}{W},,3,,Paul Bonner,,#_A thin shell lies between the roc and a world of bite-sized treats._#,,W,,,,32,,U,,3.163,,,,,,"Defender #_(This creature can't attack.)_#£When Roc Egg dies, create a 3/3 white Bird creature token with flying.",,,,,,,,,,,,,,,,32,,????,,????,,Œuf de rokh,,Roc-Ei,,Uovo di Roc,,??????,,Ovo de Roc,,???? ????? ???,,Huevo de roc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Rootbound Crag,,Magic 2012,,M12,,221922,,Land,,,,,,,,,,0,,Matt Stewart,,,,L,,{R}{G},,228,,R,,3.726,,"£10/1/2009 : This checks for lands you control with the land type Mountain or Forest, not for lands named Mountain or Forest. The lands it checks for don’t have to be basic lands. For example, if you control Temple Garden (a nonbasic land with the land types Forest and Plains), Rootbound Crag will enter the battlefield untapped.£10/1/2009 : As this is entering the battlefield, it checks for lands that are already on the battlefield. It won’t see lands that are entering the battlefield at the same time (due to Warp World, for example).",,,,Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.£{T}: Add {R} or {G} to your mana pool.,,,,,,,,,,,,,,,,228,,????,,????,,Mont enraciné,,Verwurzelter Felsen,,Dirupo delle Radici,,??????,,Penhasco do Raizame,,??????? ??????? ?????,,Risco enraizado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GR,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Assassin,,Magic 2012,,M12,,236464,,Creature — Human Assassin,,1,,1,,,,{1}{B}{B},,3,,Mark Zug,,"#_An assassin is a king's most trusted courier, ensuring his messages are heard by even the most unwilling recipients._#",,B,,,,105,,R,,4.304,,"£10/4/2004 : Can’t target itself because you choose the target before you tap him. At that time he is not yet a legal target.£10/4/2004 : If the creature is no longer tapped when the Assassin’s ability resolves, then the ability is countered.",,,,{T}: Destroy target tapped creature.,,,,,,,,,,,,,,,,105,,????,,????,,Assassin royal,,Meistermeuchler,,Assassino Reale,,??????,,Assassino da Realeza,,??????????? ??????,,Asesino real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Runeclaw Bear,,Magic 2012,,M12,,221893,,Creature — Bear,,2,,2,,,,{1}{G},,2,,Jesper Ejsing,,#_The only honey it wants is the sweet nectar flowing through your veins._#,,G,,,,193,,C,,1.982,,,,,,,,,,,,,,,,,,,,,,193,,???,,???,,Ours runegriffe,,Runenklauenbär,,Orso Zampa di Runa,,??????,,Urso Garra de Runa,,?????????? ???????,,Oso garra de runas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Rune-Scarred Demon,,Magic 2012,,M12,,220130,,Creature — Demon,,6,,6,,,,{5}{B}{B},,7,,Michael Komarck,,#_The litany of the infernal on his flesh pulses to the beating of his dark heart._#,,B,,,,106,,R,,4.376,,,,,,"Flying£When Rune-Scarred Demon enters the battlefield, search your library for a card, put it into your hand, then shuffle your library.",,,,,,,,,,,,,,,,106,,????,,????,,Démon scarifié de runes,,Runenvernarbter Dämon,,Demone delle Rune,,???????,,Demônio das Cicatrizes Rúnicas,,?????????? ?????? ?????,,Demonio marcado con runas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Rusted Sentinel,,Magic 2012,,M12,,220241,,Artifact Creature — Golem,,3,,4,,,,{4},,4,,Jason Felix,,#_It has to deliberate a moment on the best way to break your face._#,,A,,,,215,,U,,1.709,,,,,,Rusted Sentinel enters the battlefield tapped.,,,,,,,,,,,,,,,,215,,????,,????,,Sentinelle rouillée,,Verrosteter Wachposten,,Sentinella Arrugginita,,?????,,Sentinela Enferrujado,,?????? ???????,,Centinela oxidado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacred Wolf,,Magic 2012,,M12,,241859,,Creature — Wolf,,3,,1,,,,{2}{G},,3,,Matt Stewart,,"#_""I raised my bow, and the wolf stared at me. Under its gaze, my finger would not release the string.""£—Aref the Hunter_#",,G,,,,194,,C,,3.718,,,,,,Hexproof #_(This creature can't be the target of spells or abilities your opponents control.)_#,,,,,,,,,,,,,,,,194,,??,,??,,Loup sacré,,Heiliger Wolf,,Lupo Sacro,,????,,Lobo Sagrado,,????????? ????,,Lobo sagrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Scepter of Empires,,Magic 2012,,M12,,220209,,Artifact,,,,,,,,{3},,3,,John Avon,,"#_""With this scepter, smite your enemies.""£—Scepter inscription_#",,A,,,,216,,U,,2.967,,"£9/22/2011 : Whether or not you control the correct artifacts is determined when the ability resolves.£9/22/2011 : If any of the named cards stops being an artifact, it won’t be considered by these abilities.",,,,{T}: Scepter of Empires deals 1 damage to target player. It deals 3 damage to that player instead if you control artifacts named Crown of Empires and Throne of Empires.,,,,,,,,,,,,,,,,216,,????,,????,,Sceptre d'empires,,Zepter der Kaiserreiche,,Scettro degli Imperi,,?????,,Cetro dos Impérios,,??????? ???????,,Cetro de los imperios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrambleverse,,Magic 2012,,M12,,220300,,Sorcery,,,,,,,,{6}{R}{R},,8,,Dan Scott,,#_Sometimes a little chaos is in order._#,,R,,,,153,,R,,2.767,,"£9/22/2011 : Once Scrambleverse starts to resolve, no player may respond until it has finished resolving. For example, you can’t wait to see who will control a creature before deciding whether or not to activate one of its abilities.£9/22/2011 : For each nonland permanent, any player may be randomly chosen, including the permanent’s current controller.£9/22/2011 : All of the control-change effects happen at the same time.£9/22/2011 : Each nonland permanent will untap, no matter which player was randomly chosen to gain control of it.",,,,"For each nonland permanent, choose a player at random. Then each player gains control of each permanent for which he or she was chosen. Untap those permanents.",,,,,,,,,,,,,,,,153,,????,,????,,Mêlunivers,,Tohuwabohu,,Mischiauniverso,,????,,Tumultoverso,,????????,,Confusiverso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Sengir Vampire,,Magic 2012,,M12,,244253,,Creature — Vampire,,4,,4,,,,{3}{B}{B},,5,,Kev Walker,,"#_Empires rise and fall, but evil is eternal._#",,B,,,,107,,U,,3.994,,"£7/15/2007 : If Sengir Vampire deals nonlethal damage to a creature and then a different effect or damage source causes that creature to be put into a graveyard later in the turn, Sengir Vampire’s ability will trigger and it will get a +1/+1 counter.£9/22/2011 : Each time a creature is put into a graveyard from the battlefield, check whether Sengir Vampire had dealt any damage to it at any time during that turn. If so, Sengir Vampire’s ability will trigger. It doesn’t matter who controlled the creature or whose graveyard it was put into.£9/22/2011 : If Sengir Vampire and a creature it dealt damage to are both put into a graveyard at the same time, Sengir Vampire’s ability will trigger, but it will do nothing when it resolves.",,,,"Flying #_(This creature can't be blocked except by creatures with flying or reach.)_#£Whenever a creature dealt damage by Sengir Vampire this turn dies, put a +1/+1 counter on Sengir Vampire.",,,,,,,,,,,,,,,,107,,??????,,??????,,Vampire sengien,,Sengir-Vampir,,Vampiro di Sengir,,????????,,Vampiro de Sengir,,?????????? ??????,,Vampiro de Sengir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Serra Angel,,Magic 2012,,M12,,220176,,Creature — Angel,,4,,4,,,,{3}{W}{W},,5,,Greg Staples,,"#_Follow the light. In its absence, follow her._#",,W,,,,33,,U,,4.208,,,,,,Flying #_(This creature can't be blocked except by creatures with flying or reach.)_#£Vigilance #_(Attacking doesn't cause this creature to tap.)_#,,,,,,,,,,,,,,,,33,,????,,????,,Ange de Serra,,Serra-Engel,,Angelo di Serra,,?????,,Anjo Serra,,????? ?????,,Ángel de Serra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Shock,,Magic 2012,,M12,,245184,,Instant,,,,,,,,{R},,1,,Jon Foster,,"#_""The beauty of it is they never see it coming. Ever.""£—Razzix, sparkmage_#",,R,,,,154,,C,,3.271,,,,,,Shock deals 2 damage to target creature or player.,,,,,,,,,,,,,,,,154,,??,,??,,Choc,,Schock,,Shock,,????,,Choque,,???,,Choque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege Mastodon,,Magic 2012,,M12,,222635,,Creature — Elephant,,3,,5,,,,{4}{W},,5,,Matt Cavotta,,"#_""The walls of the wicked will fall before us. Ready the siege engines. We proceed to war!""£—General Avitora_#",,W,,,,34,,C,,1.578,,,,,,,,,,,,,,,,,,,,,,34,,?????,,?????,,Mastodonte de siège,,Belagerungs-Mastodon,,Mastodonte da Assedio,,???????,,Mastodonte do Cerco,,??????? ?????????,,Mastodonte de asedio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Skinshifter,,Magic 2012,,M12,,220151,,Creature — Human Shaman,,1,,1,,,,{1}{G},,2,,Matt Stewart,,,,G,,,,195,,R,,4.138,,"£9/22/2011 : You choose the ability’s mode when you activate it.£9/22/2011 : No matter which mode you choose, Skinshifter will cease to have any creature types it previously had. If you activate its ability choosing the first mode, it will become only a Rhino; it’s no longer a Human or a Shaman.£9/22/2011 : No matter which mode you choose, Skinshifter will retain any other card types it may have. For example, if an effect causes Skinshifter to be an artifact in addition to its other types and you activate its ability choosing the first mode, it will be both an artifact and a Rhino creature.£9/22/2011 : Skinshifter’s ability doesn’t cause it to lose any other abilities it may have.£9/22/2011 : Skinshifter’s ability doesn’t affect its copiable values. Creatures that enter the battlefield as a copy of Skinshifter will enter as 1/1 Human Shaman creatures.£9/22/2011 : You can activate Skinshifter’s ability during any player’s turn, but only once on each turn.",,,,"{G}: Choose one —£• Until end of turn, Skinshifter becomes a Rhino with base power and toughness 4/4 and gains trample. Activate this ability only once each turn.£• Until end of turn, Skinshifter becomes a Bird with base power and toughness 2/2 and gains flying. Activate this ability only once each turn.£• Until end of turn, Skinshifter becomes a Plant with base power and toughness 0/8. Activate this ability only once each turn.",,,,,,,,,,,,,,,,195,,???,,???,,Changepeau,,Hautwandler,,Pellemorfo,,????,,Dermomorfo,,???????????,,Cambiapieles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Skywinder Drake,,Magic 2012,,M12,,220153,,Creature — Drake,,3,,1,,,,{2}{U},,3,,Dan Scott,,#_It's so light and fragile that it can glide where the air is thinnest._#,,U,,,,75,,C,,3.07,,,,,,Flying£Skywinder Drake can block only creatures with flying.,,,,,,,,,,,,,,,,75,,????,,????,,Drakôn porteciel,,Himmelswindersceada,,Draghetto Serpeggiante,,????????,,Dragonete das Espirais Celestes,,???????? ? ???? ?????,,Draco curvicielo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Slaughter Cry,,Magic 2012,,M12,,230762,,Instant,,,,,,,,{2}{R},,3,,Matt Cavotta,,#_It's rather embarrassing to end up with your head mounted over his hearth._#,,R,,,,155,,C,,2.182,,"£10/1/2009 : If a creature doesn’t have first strike, granting it first strike after combat damage has been dealt in the first combat damage step won’t prevent it from dealing combat damage. It will still assign and deal its combat damage in the second combat damage step.",,,,Target creature gets +3/+0 and gains first strike until end of turn. #_(It deals combat damage before creatures without first strike.)_#,,,,,,,,,,,,,,,,155,,????,,????,,Cri de massacre,,Schlachtschrei,,Urlo di Carneficina,,?????,,Grito Assassino,,??????? ????,,Grito de masacre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Smallpox,,Magic 2012,,M12,,237010,,Sorcery,,,,,,,,{B}{B},,2,,Ryan Pancoast,,"#_Take away a few things, and a rebellion may ensue. Take away everything, and the oppression will be accepted as fate._#",,B,,,,108,,U,,4.119,,"£9/25/2006 : Each player loses 1 life. Then, starting with the active player and proceeding in turn order, each player chooses a card to discard (normally without seeing what other players have chosen) and all discards happen simultaneously. Then, starting with the active player and proceeding in turn order, each player chooses a creature to sacrifice (this time players can see what other players have chosen) and all sacrifices happen simultaneously. Then the process that happened for creatures is repeated for lands.",,,,"Each player loses 1 life, discards a card, sacrifices a creature, then sacrifices a land.",,,,,,,,,,,,,,,,108,,????,,????,,Variole,,Blattern,,Esantema,,???,,Varicela,,????,,Viruela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Solemn Simulacrum,,Magic 2012,,M12,,236907,,Artifact Creature — Golem,,2,,2,,,,{4},,4,,Dan Scott,,,,A,,,,217,,R,,4.503,,,,,,"When Solemn Simulacrum enters the battlefield, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle your library.£When Solemn Simulacrum dies, you may draw a card.",,,,,,,,,,,,,,,,217,,????,,????,,Simulacre solennel,,Erhabenes Scheinbild,,Simulacro Solenne,,????????,,Simulacro Solene,,?????????????? ????????,,Simulacro solemne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorin Markov,,Magic 2012,,M12,,238330,,Planeswalker — Sorin,,,,,,4,,{3}{B}{B}{B},,6,,Michael Komarck,,,,B,,,,109,,M,,3.855,,"£10/1/2009 : If the targeted creature or player is an illegal target by the time Sorin’s first ability resolves, the entire ability is countered. You won’t gain life.£10/1/2009 : For a player’s life total to become 10, what actually happens is that the player gains or loses the appropriate amount of life. For example, if the targeted opponent’s life total is 4 when this ability resolves, it will cause that player to gain 6 life; alternately, if the targeted player’s life total is 17 when this ability resolves, it will cause that player to lose 7 life. Other cards that interact with life gain or life loss will interact with this effect accordingly.£10/1/2009 : Sorin’s third ability allows you to control another player. This effect applies to the next turn that the affected player actually takes.£10/1/2009 : The player who is being controlled is still the active player.£10/1/2009 : While controlling another player, you also continue to make your own choices and decisions.£10/1/2009 : While controlling another player, you make all choices and decisions that player is allowed to make or is told to make during that turn. For example:-- You choose which lands the other player plays.-- You choose which spells the other player casts, and make all decisions as those spells are cast and as they resolve. For example, you choose the value of X for that player's Earthquake, the target for that player's Lightning Bolt, what mana that player spends to cast Day of Judgment, and what card that player gets with Diabolic Tutor.-- You choose which activated abilities the other player activates, and make all decisions as those abilities are activated and as they resolve. For example, you can have your opponent sacrifice his or her creatures to his or her Vampire Aristocrat or have your opponent's Caller of Gales give one of your creatures flying.-- You make all decisions for the other player's triggered abilities, including what they target and any decisions made when they resolve.-- You choose which creatures controlled by the other player attack, who or what they attack, and how they assign their combat damage.-- You make any choices and decisions that player would make for any other reason. For example, you could cast Fact or Fiction, choose that player to divide the revealed cards into piles, and thus divide those cards into piles yourself.£10/1/2009 : You can’t make the affected player concede. That player may choose to concede at any time, even while you’re controlling his or her turn.£10/1/2009 : You can’t make any illegal decisions or illegal choices — you can’t do anything that player couldn’t do. You can’t make choices or decisions for that player that aren’t called for by the game rules or by any cards, permanents, spells, abilities, and so on. If an effect causes another player to make decisions that the affected player would normally make (such as Master Warcraft does), that effect takes precedence. (In other words, if the affected player wouldn’t make a decision, you wouldn’t make that decision on his or her behalf.) You also can’t make any choices or decisions for the player that would be called for by the tournament rules (such as whether to take an intentional draw or whether to call a judge).£10/1/2009 : You can use only the affected player’s resources (cards, mana, and so on) to pay costs for that player; you can’t use your own. Similarly, you can use the affected player’s resources only to pay that player’s costs; you can’t spend them on your costs.£10/1/2009 : You only control the player. You don’t control any of the other player’s permanents, spells, or abilities.£10/1/2009 : If the player affected by Sorin’s third ability skips his or her next turn, the ability will wait. You’ll control the next turn the affected player actually takes.£10/1/2009 : Multiple player-controlling effects that affect the same player overwrite each other. The last one to be created is the one that works.£10/1/2009 : You could gain control of yourself using Sorin’s third ability, but unless you do so to overwrite someone else’s player-controlling effect, this doesn’t do anything.£6/15/2010 : In a Two-Headed Giant game, Sorin’s second ability causes the targeted opponent’s team’s life total to become 10. Only the targeted player is actually considered to have actually gained or lost life.£7/13/2016 : While controlling another player, you can see all cards in the game that player can see. This includes cards in that player’s hand, face-down cards that player controls, and any cards in that player’s library the player may look at.£7/13/2016 : Controlling a player doesn’t allow you to look at that player’s sideboard. If an effect instructs that player to choose a card from outside the game, you can’t have that player choose any card.",,,,+2: Sorin Markov deals 2 damage to target creature or player and you gain 2 life.£?3: Target opponent's life total becomes 10.£?7: You control target player during that player's next turn.,,,,,,,,,,,,,,,,109,,?????,,?????,,Sorin Markov,,Sorin Markov,,Sorin Markov,,????????,,Sorin Markov,,????? ??????,,Sorin Markov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
